PRECIO,DELEGACION,T_HABITACION,MIN_NOCHES,N_COMENTARIOS,COMENTARIOSXMES,N_VECES_HOST_LISTADO,DISPONIBILIDAD,CLUSTER
401,4,1,2,6,1.76,1,180,3
650,4,2,1,11,0.33,1,0,1
554,4,2,2,151,3.4,2,92,7
784,1,2,2,129,2.44,1,331,7
535,3,1,1,1,0.02,1,0,3
1491,11,2,2,11,0.23,1,362,0
268,1,1,2,5,0.16,1,0,3
229,2,3,2,2,0.05,2,191,1
1071,1,2,1,194,3.72,13,295,7
669,1,2,1,208,3.97,13,334,7
803,1,2,1,152,2.91,13,258,7
440,1,1,3,14,0.37,1,365,3
803,1,1,2,227,4.37,4,319,7
344,1,1,2,29,0.63,1,90,3
306,2,1,1,81,1.78,1,319,3
516,8,2,3,80,1.55,40,75,2
401,2,1,1,3,0.08,1,349,3
593,1,1,1,68,1.55,2,335,3
1204,13,2,2,16,0.33,2,0,0
497,14,1,1,189,3.6,5,256,7
956,2,2,7,2,0.06,1,0,1
1396,3,2,3,22,0.42,1,364,5
306,11,1,3,33,0.79,6,89,0
1835,1,2,2,125,2.39,3,333,7
2026,1,2,3,130,2.49,1,314,7
2198,4,2,2,10,0.2,1,330,5
669,1,2,1,165,3.32,10,320,7
478,1,1,2,36,2.13,1,261,3
1434,1,2,2,90,1.72,2,132,1
956,3,2,2,45,0.86,1,327,5
765,9,2,1,15,0.29,1,364,0
287,1,3,1,19,0.38,2,363,5
1893,1,2,1,87,1.81,1,338,5
268,3,1,2,25,0.5,1,327,3
421,4,1,2,25,0.73,2,89,3
1606,1,2,1,16,0.34,10,327,5
401,2,1,2,12,0.23,1,296,3
1491,1,2,2,147,2.83,1,6,7
2772,2,2,1,5,0.11,1,0,1
2198,1,2,3,84,1.68,2,331,5
593,1,1,2,71,1.49,1,310,3
516,4,1,2,41,0.81,1,253,3
574,1,1,3,49,1.69,2,189,3
1893,1,1,1,2,0.05,10,337,3
956,1,2,1,79,1.57,3,351,5
1529,1,2,3,184,3.53,6,358,7
1300,3,2,5,84,1.66,1,108,1
994,4,2,2,134,2.66,6,345,7
688,1,2,4,135,2.62,5,54,7
574,1,1,1,87,1.7,1,360,3
497,11,1,3,11,0.25,1,362,0
688,4,1,2,4,0.08,1,365,3
1109,1,2,2,179,3.44,1,342,7
344,1,1,1,209,4.01,5,202,7
956,1,2,1,22,0.45,24,331,2
344,7,1,1,2,0.04,2,0,3
497,1,1,2,3,0.06,1,364,3
956,3,2,3,1,0.06,2,365,5
306,3,2,3,1,0.13,2,365,5
822,3,1,1,71,1.52,1,73,3
459,2,1,2,2,0.04,1,365,3
1338,1,2,2,73,1.49,1,337,5
956,1,2,5,19,0.4,1,31,1
306,1,1,1,181,3.57,5,318,7
1262,1,2,1,195,3.89,2,324,7
1319,3,2,2,25,0.49,1,361,5
459,1,1,1,208,4.06,4,278,7
726,1,2,2,45,0.93,1,27,1
2275,1,2,3,89,1.86,17,205,2
612,4,2,2,7,0.93,1,173,1
459,4,1,2,99,1.91,1,354,7
1873,3,2,2,108,2.09,10,352,7
478,1,1,2,2,0.06,2,365,3
1109,3,1,1,75,1.5,6,361,3
860,1,2,2,6,0.12,1,0,1
975,3,2,1,61,1.3,3,344,5
363,2,1,2,39,0.76,2,311,3
535,3,1,1,144,2.81,2,362,7
803,11,2,2,18,0.41,14,364,0
803,11,2,2,37,0.84,14,360,0
478,13,1,2,12,0.31,2,363,0
726,4,2,2,83,1.79,1,47,1
1357,1,2,1,107,2.2,1,62,7
249,2,1,3,2,0.04,3,358,3
421,1,1,1,36,1.08,1,332,3
1051,3,1,1,76,1.5,6,365,3
1338,4,2,3,26,0.52,3,364,5
363,4,1,2,5,0.11,3,364,3
344,4,1,2,9,0.19,1,0,3
1376,1,2,2,172,3.42,3,340,7
650,1,1,1,2,0.07,2,365,3
1204,1,2,3,52,1.04,1,364,5
803,1,2,3,95,1.86,1,300,5
574,1,2,5,13,0.26,1,357,5
1300,1,1,1,7,0.15,12,356,3
1434,1,2,2,213,4.15,2,331,7
535,1,1,2,62,1.22,1,355,3
803,3,1,2,13,0.27,1,0,3
765,2,1,1,1,0.02,3,365,3
593,1,1,2,103,2.02,2,37,7
1128,3,2,3,18,0.37,1,298,5
497,1,1,2,2,0.08,1,363,3
1319,1,2,1,88,1.9,16,363,5
1090,1,2,1,61,1.29,16,350,5
994,1,2,1,182,3.84,16,355,7
5640,3,2,2,22,0.43,2,365,5
249,4,1,1,31,0.71,2,167,3
459,8,2,1,110,2.19,1,365,7
1243,1,2,1,102,2.03,4,315,7
1147,4,2,2,45,1.36,1,329,5
440,1,1,1,7,0.22,2,365,3
937,3,2,2,159,3.19,1,327,7
593,13,1,1,1,0.23,1,365,0
421,1,1,1,138,2.72,4,287,7
497,6,2,3,13,0.28,2,361,5
1032,3,1,2,4,0.08,2,0,3
1147,1,2,1,28,0.55,10,358,5
249,11,1,3,14,0.29,2,175,0
554,1,1,2,167,3.3,1,358,7
1912,1,2,2,148,2.93,3,347,7
803,11,2,2,55,1.1,14,327,0
363,4,1,4,7,0.18,1,364,3
593,4,2,2,50,1.04,1,345,5
344,1,1,15,9,0.25,1,276,3
459,3,1,1,16,0.43,2,365,3
459,3,1,3,5,0.1,1,0,3
631,3,1,1,4,0.1,1,364,3
210,8,3,1,42,0.84,1,364,5
535,1,1,3,40,0.8,20,328,2
765,1,2,10,21,0.44,1,16,1
2504,4,2,2,52,1.05,1,326,5
459,6,2,7,17,0.36,3,167,1
574,1,1,2,177,3.58,2,338,7
1338,3,2,2,18,0.41,25,364,2
994,1,2,3,30,0.62,11,164,1
898,4,2,1,12,0.28,1,0,1
898,1,2,7,31,0.62,11,111,1
421,6,1,1,3,0.07,2,365,3
210,2,1,3,7,0.25,3,320,3
210,2,1,3,7,0.25,3,365,3
363,3,1,1,53,1.09,1,363,3
478,1,1,3,24,0.49,1,83,3
497,1,1,2,46,0.92,1,319,3
382,3,3,1,3,0.06,1,363,5
803,1,2,2,213,4.22,1,147,7
1147,1,2,1,11,0.22,10,358,5
631,1,2,3,162,3.52,1,65,7
2390,3,2,2,42,0.83,2,365,5
229,2,1,2,4,0.17,5,361,3
860,2,2,2,43,0.88,3,207,1
593,3,2,2,90,1.85,1,157,1
1873,3,2,5,22,0.44,4,328,5
784,1,2,2,80,1.69,1,333,5
1606,1,1,2,77,1.67,3,319,3
879,4,2,2,6,0.17,1,86,1
1300,1,2,1,309,6.19,5,45,7
2581,1,2,2,141,3.53,9,331,7
707,1,1,2,118,2.41,2,0,7
1281,1,1,1,19,0.4,12,339,3
956,4,2,3,39,0.88,2,318,5
1510,3,2,2,1,0.09,1,148,1
918,1,2,1,115,2.55,1,354,7
210,1,3,1,4,0.08,9,364,5
1243,1,2,1,137,2.76,7,320,7
707,2,1,2,12,0.37,2,296,3
669,1,2,1,276,5.58,10,277,7
1300,1,1,1,53,1.06,12,328,3
1548,1,1,1,9,0.18,12,0,3
1300,1,1,1,9,0.18,12,352,3
746,2,2,4,88,1.79,3,328,5
1357,1,2,3,109,2.23,3,0,7
421,4,1,2,4,0.08,1,358,3
287,4,1,1,76,2.2,2,90,3
994,3,2,2,152,3.38,2,0,7
191,2,2,2,15,0.33,2,0,1
516,3,2,1,44,0.88,1,318,5
191,6,1,4,10,0.2,1,365,3
287,1,1,1,20,1.73,2,306,3
363,4,1,2,141,3.3,2,333,7
478,8,1,3,2,0.05,2,364,0
401,2,1,3,18,0.37,1,29,3
2294,1,1,1,7,0.14,12,0,3
574,3,1,2,23,0.46,1,363,3
1300,1,1,1,12,0.24,12,0,3
1548,1,2,1,181,4.08,2,326,7
2485,1,2,2,78,1.59,1,350,5
363,11,1,2,30,0.81,2,361,0
363,2,1,3,51,1.04,4,168,3
2485,3,2,2,80,1.64,10,236,5
401,11,1,1,6,0.21,3,364,0
841,4,2,2,10,1.03,1,357,5
898,3,2,1,153,3.61,2,317,7
191,6,3,1,62,1.27,6,326,5
2676,1,2,3,6,0.13,7,344,5
669,1,2,3,57,1.15,1,334,5
631,1,1,1,11,0.23,7,289,3
669,1,1,1,2,0.05,1,365,3
535,4,1,1,3,0.15,1,364,3
765,1,2,4,114,2.48,2,279,7
191,11,1,2,60,1.33,1,365,0
287,1,1,1,35,1.91,2,140,3
2868,1,2,2,121,2.45,2,340,7
1510,1,2,2,155,3.29,2,307,7
1491,3,2,2,123,3.11,1,355,7
249,4,1,3,74,1.67,3,327,3
306,1,1,30,14,0.32,3,284,3
975,3,1,2,23,0.49,3,364,3
593,3,1,1,26,0.56,1,363,3
631,1,1,1,20,0.42,7,311,3
688,2,2,1,129,2.99,3,293,7
1529,13,2,3,21,0.46,1,363,0
268,1,1,1,1,0.02,1,365,3
631,1,1,1,14,0.29,7,324,3
841,6,1,2,10,0.21,1,363,3
1109,1,2,3,105,2.34,1,210,7
249,10,1,1,1,0.07,1,365,0
191,1,1,8,2,0.04,1,313,3
268,1,1,1,3,0.06,1,0,3
631,1,1,1,5,0.1,7,296,3
210,4,1,3,3,0.07,1,181,3
1950,3,2,4,14,0.29,1,153,1
707,1,2,2,181,3.76,3,328,7
1988,3,2,2,54,1.11,1,266,5
1682,1,2,3,24,1.04,3,344,5
593,1,1,2,62,1.27,2,0,3
554,1,1,2,2,0.04,2,364,3
975,5,2,1,39,0.85,1,365,5
1338,1,2,5,75,1.86,1,182,1
363,3,1,2,90,1.85,1,358,3
2294,1,2,2,13,0.27,1,174,1
344,1,1,7,49,1.03,1,341,3
440,1,1,1,143,2.92,2,361,7
765,1,2,2,162,3.37,2,61,7
593,3,1,1,7,0.14,4,365,3
765,1,2,1,5,0.1,1,0,1
1300,1,2,3,13,0.42,17,49,1
5926,1,2,5,9,0.2,1,0,1
210,2,1,3,9,0.18,5,319,3
1663,2,1,1,81,1.72,3,340,3
4779,3,2,7,1,0.02,1,0,1
535,3,1,1,19,0.43,1,273,3
459,1,1,2,32,0.67,3,0,3
956,1,2,1,291,5.92,1,325,7
784,3,1,2,30,0.61,3,178,3
879,3,1,2,8,0.17,3,179,3
1491,6,2,1,12,0.25,6,329,5
1147,1,2,3,10,0.21,1,0,1
497,1,1,30,1,0.02,1,179,3
459,1,1,3,27,0.55,1,296,3
1740,2,2,2,1,0.02,5,89,1
2868,1,1,1,6,0.13,18,365,2
1300,6,2,2,35,0.77,2,356,5
191,4,1,2,1,0.04,1,0,3
860,1,1,1,10,0.21,3,174,3
459,1,1,1,2,0.04,1,0,3
1013,1,2,3,64,1.46,1,119,1
344,1,1,2,61,1.28,9,296,3
306,2,1,1,18,0.91,1,339,3
879,2,1,2,31,0.69,7,339,3
650,2,2,1,1,0.02,1,0,1
860,1,2,1,266,5.75,1,173,7
382,4,1,1,2,0.04,1,0,3
1434,4,2,2,65,1.34,3,352,5
23973,4,2,1,40,0.82,1,114,5
669,4,1,2,100,2.07,4,349,7
688,1,2,3,120,2.55,4,274,7
382,1,1,3,2,0.07,1,327,3
860,1,2,2,70,1.45,13,329,5
306,4,1,1,59,1.24,2,342,3
2906,1,2,2,115,2.73,2,341,7
5735,4,2,3,7,0.15,1,88,1
344,1,1,1,1,0.81,2,358,3
382,1,1,3,3,0.07,8,365,3
287,2,1,1,1,0.05,1,90,3
1415,1,1,1,8,0.17,12,0,3
1281,1,1,1,9,0.18,12,359,3
669,8,2,3,72,1.53,40,76,2
803,8,2,3,70,1.55,40,86,2
803,1,1,2,24,0.54,2,351,3
3250,4,1,1,1,0.02,18,365,2
2294,1,2,3,127,2.84,3,305,7
478,1,1,4,35,1.05,1,144,3
1510,1,2,5,1,0.02,1,0,1
191,2,1,1,34,0.7,4,0,3
459,1,1,2,57,1.22,1,323,3
1128,4,2,2,63,1.33,1,280,5
363,4,2,4,17,0.5,3,125,1
382,2,1,1,6,0.13,3,266,3
287,4,1,3,4,0.09,1,353,3
268,2,1,3,7,0.15,5,267,3
421,3,1,1,36,0.79,1,363,3
344,1,1,1,1,0.02,1,0,3
1740,4,2,2,29,0.61,1,348,5
956,1,2,2,130,2.73,13,350,7
325,1,1,1,114,2.63,1,320,7
593,1,2,1,35,0.77,1,213,1
2103,1,1,1,32,0.67,12,0,3
975,1,1,1,41,0.84,12,354,3
535,9,1,1,1,0.03,2,365,0
554,3,2,200,1,0.18,1,272,5
344,1,1,6,4,0.09,1,0,3
210,4,3,1,177,3.7,20,345,7
612,2,2,1,3,0.08,1,0,1
401,11,1,3,6,0.64,2,83,0
707,4,2,2,23,0.5,4,335,5
210,11,2,7,3,0.53,1,174,0
1434,1,2,3,27,0.84,1,87,1
3001,1,2,1,4,0.09,2,266,5
726,3,1,1,73,2.0,5,296,3
1051,1,2,5,19,0.43,1,356,5
746,6,2,2,52,1.14,2,360,5
2390,1,2,2,2,0.05,1,0,1
459,4,2,3,3,0.06,1,0,1
535,11,1,1,3,0.06,2,364,0
4015,3,2,3,21,0.5,5,359,5
765,3,2,2,137,2.91,1,316,7
631,1,1,1,1,0.02,7,350,3
631,1,1,1,3,0.06,7,333,3
631,1,1,1,11,0.24,7,325,3
822,1,2,3,73,1.55,1,330,5
1797,13,2,2,18,1.91,1,333,0
421,1,1,2,14,0.31,1,306,3
1529,1,1,1,10,0.21,12,322,3
994,2,2,2,16,0.98,3,305,5
382,1,1,1,36,0.79,8,309,3
860,6,2,2,18,1.71,1,176,1
593,4,1,1,2,0.05,1,364,3
1013,2,2,2,123,2.66,1,318,7
306,1,1,1,1,0.02,1,0,3
325,8,1,1,154,3.2,2,360,7
1147,1,2,1,1,0.02,10,358,5
535,9,1,1,4,0.09,2,365,0
478,1,1,2,3,0.06,1,0,3
497,3,1,2,4,0.09,1,364,3
1434,1,2,2,18,0.41,1,364,5
287,4,1,2,14,0.45,1,89,3
612,4,2,3,101,2.24,2,350,7
6117,3,2,4,19,0.43,1,18,1
1338,3,2,1,91,1.99,6,355,5
2237,1,2,2,165,3.53,1,347,7
3957,1,2,2,123,2.59,1,297,7
459,1,1,1,2,0.09,1,363,3
2294,1,2,1,14,0.32,1,365,5
440,6,2,1,9,0.81,1,103,1
497,11,2,2,81,2.14,8,274,0
1109,3,1,1,1,0.17,8,352,3
1912,3,1,1,3,0.08,8,357,3
1109,3,1,1,5,0.1,8,352,3
2982,1,2,2,148,3.25,6,323,7
344,4,1,7,8,0.18,2,327,3
3040,1,2,2,176,3.75,6,290,7
1529,4,1,1,23,0.48,2,365,3
956,4,2,3,14,0.31,2,0,1
669,13,1,1,62,1.32,1,356,0
306,4,1,1,2,0.25,1,0,3
1701,1,2,1,39,0.88,1,347,5
784,6,2,3,22,0.53,1,300,5
1797,1,2,3,17,0.39,2,362,5
2581,1,2,2,5,0.16,2,362,5
593,4,2,15,2,0.04,1,0,1
440,3,2,1,12,0.26,3,53,1
1109,4,2,3,81,1.71,2,337,5
1147,3,1,7,18,0.91,1,248,3
363,1,1,1,3,3.0,1,109,3
382,1,1,2,87,1.84,3,0,3
994,1,2,2,7,0.15,1,0,1
210,10,1,7,2,0.06,3,292,0
631,3,2,3,1,0.14,3,267,5
229,2,3,1,97,2.05,2,0,1
2887,1,2,1,1,0.07,10,359,5
440,1,1,3,75,1.75,11,173,3
765,1,2,5,40,0.99,1,209,1
593,11,1,1,11,0.88,2,263,0
249,2,1,1,1,0.36,3,358,3
593,4,2,2,43,0.91,1,311,5
898,1,2,1,271,5.75,23,216,7
1338,11,2,4,30,1.5,1,170,0
1147,1,2,2,98,2.71,4,122,7
401,2,1,2,11,0.32,1,363,3
1529,1,2,3,51,1.39,1,0,1
459,8,1,3,2,0.05,5,362,0
268,4,1,3,28,0.6,1,327,3
746,2,1,1,5,0.22,3,354,3
2198,1,2,2,9,0.92,6,340,5
1434,1,2,2,132,2.98,6,302,7
344,2,1,2,21,0.45,2,364,3
1491,4,2,1,2,0.13,1,364,5
306,6,1,1,30,0.65,6,330,3
440,4,2,3,80,2.18,7,160,1
306,4,1,2,73,2.5,1,31,3
1300,1,2,2,2,0.25,1,327,5
2447,3,2,2,188,4.28,6,350,7
1338,1,2,3,97,2.29,2,338,7
363,1,1,2,67,1.44,1,288,3
956,1,2,2,34,0.73,1,296,5
3001,3,1,3,22,0.48,1,365,3
191,2,1,1,2,0.04,3,365,3
1319,1,2,1,55,1.16,16,361,5
249,1,1,3,20,0.43,1,342,3
1319,3,2,2,47,1.0,1,286,5
860,4,2,2,40,0.87,1,174,1
2868,11,2,2,31,0.66,1,320,0
344,1,1,2,83,1.87,1,365,3
421,1,2,29,16,0.35,1,90,1
191,6,3,1,8,0.24,6,330,5
1721,1,2,3,3,0.07,1,0,1
554,1,1,1,147,3.13,3,362,7
5926,1,2,3,45,1.01,1,365,5
1204,1,2,1,24,0.52,5,344,5
994,1,2,2,138,3.48,3,75,7
2390,2,2,1,58,1.3,16,365,5
344,1,1,2,28,0.6,1,359,3
478,11,1,1,12,0.6,3,365,0
1969,3,2,3,11,0.24,1,359,5
344,8,1,3,2,0.04,5,361,0
937,4,2,3,10,0.22,1,358,5
1147,1,2,3,67,1.43,2,326,5
497,3,2,2,107,2.34,1,0,1
2007,1,1,2,1,0.02,1,365,3
287,4,1,3,17,0.49,2,341,3
325,3,1,3,36,0.86,2,360,3
650,8,2,1,277,5.94,5,0,7
401,1,3,1,1,0.02,1,0,1
994,3,1,1,1,0.5,1,365,3
344,1,1,1,83,2.49,1,90,3
631,1,2,1,14,0.4,1,364,5
1510,3,2,2,5,0.16,13,365,5
1778,3,2,1,18,0.39,13,365,5
1529,3,2,5,7,0.16,13,365,5
1147,3,2,1,21,0.47,13,359,5
1243,3,2,6,15,0.38,13,365,5
1013,4,2,3,21,0.45,3,312,5
784,1,2,4,59,1.29,3,277,5
1243,3,2,1,56,1.19,1,0,1
1147,2,2,2,32,0.73,3,316,5
554,1,1,2,6,0.14,3,0,3
1606,3,2,1,180,4.19,5,157,7
516,1,2,3,72,1.54,2,299,5
478,6,1,1,2,0.06,2,335,3
1759,2,1,2,5,0.14,2,365,3
1338,3,2,2,19,0.41,25,349,2
191,2,1,3,61,1.42,8,302,3
1262,1,2,2,110,2.48,3,148,7
1147,3,2,2,60,1.29,1,58,1
1128,2,2,2,121,2.82,3,364,7
306,6,1,2,28,0.61,2,277,3
631,1,1,2,5,0.17,1,143,3
459,1,1,1,8,0.18,1,327,3
229,6,1,2,22,0.62,2,361,3
1109,1,2,2,81,2.2,2,213,5
593,1,1,1,48,1.13,2,156,3
765,1,2,2,179,3.99,2,294,7
2332,2,2,2,15,0.64,5,324,5
1453,3,2,2,26,0.68,1,364,5
325,1,1,1,171,3.68,5,299,7
1109,1,2,1,208,4.45,4,301,7
1893,3,2,2,90,1.95,10,352,5
535,11,1,1,3,0.08,2,365,0
459,6,1,2,9,0.29,2,34,3
1606,1,2,3,16,0.38,1,365,5
535,3,2,1,75,1.65,1,318,5
363,1,1,7,22,0.68,2,31,3
554,1,1,2,22,0.47,1,180,3
401,1,1,2,4,0.1,2,364,3
4301,3,2,2,51,1.11,6,363,5
229,1,3,1,19,0.59,1,365,5
1243,1,2,1,9,0.97,1,141,1
1587,3,2,1,16,0.4,13,340,5
210,2,3,1,92,1.97,2,146,1
574,4,1,2,12,0.5,4,350,3
860,11,2,2,157,3.56,1,365,7
210,11,1,2,36,0.99,1,254,0
287,1,1,30,5,0.11,3,0,3
287,4,1,1,54,1.23,20,365,2
287,4,3,1,81,1.76,20,365,2
287,4,1,1,87,1.88,20,365,2
746,1,2,2,87,2.17,1,342,5
287,4,1,1,164,3.73,20,360,7
287,4,1,1,19,0.45,2,358,3
344,4,1,1,76,1.64,20,365,2
210,4,3,1,62,1.35,20,365,2
1185,1,2,3,190,4.15,5,343,7
344,1,1,1,3,0.27,1,358,3
593,1,2,3,139,3.11,1,6,7
1434,11,2,2,19,0.68,1,348,0
287,4,1,1,112,2.41,20,359,2
746,1,2,3,135,5.69,3,355,7
249,2,1,1,3,0.07,1,205,3
4091,13,2,7,1,0.02,1,114,0
1128,1,2,2,17,1.03,5,261,5
2256,1,2,3,43,0.95,17,44,1
344,4,1,1,101,2.18,20,364,2
2007,1,2,2,6,0.15,1,232,5
1338,3,2,3,7,0.15,1,365,5
3441,2,2,2,63,2.28,1,138,1
822,4,2,3,43,0.99,2,163,1
191,2,1,3,27,0.63,4,183,3
956,11,2,2,19,0.56,1,84,0
401,11,1,1,2,0.05,1,363,0
1281,1,1,1,4,0.09,10,164,3
2103,1,2,2,1,0.03,3,358,5
306,1,1,2,3,0.08,1,0,3
344,4,1,2,6,0.18,3,364,3
210,3,1,4,6,0.14,1,174,3
421,1,1,15,7,0.17,1,53,3
956,1,2,1,1,0.02,1,0,1
2695,1,2,2,131,2.88,1,265,7
3001,1,2,1,121,2.68,1,349,7
1128,3,2,1,35,0.76,13,365,5
9463,1,2,2,81,1.82,1,316,5
401,1,1,2,2,0.04,2,364,3
287,6,1,2,43,0.98,1,172,3
765,1,2,2,152,3.31,28,0,2
421,4,1,2,131,2.84,1,319,7
784,1,2,2,22,0.48,1,0,1
3193,1,2,2,7,0.16,1,365,5
1109,3,2,5,2,0.35,2,0,1
860,1,2,3,39,0.91,3,331,5
707,1,1,3,12,0.28,1,3,3
994,13,1,3,2,0.22,3,0,0
841,1,2,3,58,1.28,3,346,5
574,11,1,1,3,0.07,2,355,0
784,1,2,3,37,0.81,3,356,5
3307,11,1,1,22,0.5,5,306,0
4301,1,2,3,5,0.11,1,365,5
478,3,1,4,3,0.11,2,65,3
363,3,1,5,4,0.09,2,13,3
287,4,1,1,2,0.28,1,178,3
1204,1,2,3,10,0.23,1,365,5
459,4,1,2,11,0.36,1,174,3
1797,13,1,2,6,0.14,1,352,0
1510,1,2,1,187,4.05,3,303,7
459,1,1,1,160,3.56,1,294,7
1721,3,2,1,4,0.09,25,149,2
1051,1,2,2,25,0.55,1,330,5
650,11,1,1,17,0.39,11,52,0
1969,11,2,2,44,0.97,11,66,0
898,1,2,3,101,2.23,1,43,1
707,1,1,1,66,1.56,1,85,3
401,1,1,2,7,0.16,2,0,3
1051,3,2,3,84,1.89,40,90,2
593,9,1,2,88,1.94,1,59,0
459,1,1,3,2,0.05,2,0,3
344,1,1,2,53,2.1,2,161,3
1128,3,2,1,42,0.93,13,339,5
344,1,1,3,53,1.24,3,39,3
688,2,2,1,142,3.61,3,309,7
574,4,2,2,98,2.15,2,78,1
994,1,2,2,140,3.05,1,349,7
1204,4,2,3,107,2.56,1,1,7
229,2,3,2,1,0.02,2,365,5
287,1,1,3,1,0.02,1,0,3
1912,1,2,1,173,3.84,8,353,7
229,2,1,1,36,0.88,2,0,3
2485,1,2,2,74,1.65,1,337,5
898,1,2,2,163,3.65,2,55,7
1147,3,2,2,25,0.59,25,361,2
975,1,2,1,191,4.47,44,308,2
535,1,2,3,52,1.14,2,353,5
459,1,1,2,29,0.64,9,297,3
860,4,2,2,25,0.92,1,164,1
2390,1,2,1,50,1.12,1,82,1
1701,11,2,2,18,0.41,1,68,0
229,14,1,1,85,2.19,1,36,0
593,3,1,1,47,1.03,3,359,3
2198,3,2,2,38,0.84,4,352,5
4779,1,2,1,61,1.4,8,65,1
344,1,1,3,13,0.36,1,364,3
1223,1,2,8,24,0.54,1,149,1
287,2,1,2,1,0.03,2,365,3
401,3,1,4,61,1.38,3,360,3
306,4,1,1,9,0.21,1,0,3
898,1,2,2,156,3.8,3,59,7
918,1,2,15,15,0.36,1,271,5
650,1,1,5,1,0.02,1,363,3
1434,4,1,2,4,0.09,3,354,3
344,13,1,7,3,0.14,2,364,0
1166,3,2,6,15,0.33,1,364,5
497,1,1,2,35,0.79,1,352,3
229,1,1,30,16,0.41,3,181,3
191,15,1,1,1,0.04,1,364,0
421,4,1,3,9,0.23,5,365,3
497,4,1,1,2,0.12,1,364,3
1338,4,2,7,8,0.19,3,319,5
879,1,2,2,111,2.66,1,180,7
382,4,1,2,17,1.07,1,178,3
1281,13,2,3,18,0.43,2,146,0
898,4,2,3,54,1.33,2,220,5
2103,1,2,2,54,1.21,2,327,5
1051,1,2,5,17,0.38,1,192,1
956,11,1,1,1,0.02,2,354,0
593,1,2,1,215,4.82,4,284,7
1548,4,2,2,85,1.95,1,275,5
306,1,1,3,27,2.6,1,88,3
1529,1,2,2,102,2.3,13,331,7
593,11,1,5,45,1.0,2,323,0
1243,4,2,1,157,3.52,6,304,7
2868,1,2,2,170,3.79,2,352,7
1243,1,2,5,5,0.12,1,0,1
1912,1,2,3,5,1.24,1,354,5
191,6,1,3,3,0.1,1,0,3
459,1,1,1,59,1.36,2,341,3
421,1,1,1,139,3.14,2,331,7
3632,1,1,1,1,0.02,1,0,3
401,4,2,4,4,0.1,1,0,1
707,11,1,1,1,0.06,1,90,0
401,4,1,3,22,0.71,5,364,3
1300,1,2,1,203,4.75,13,291,7
325,1,1,1,164,3.69,4,283,7
382,11,2,1,40,0.9,3,363,0
975,1,2,4,27,0.61,1,355,5
631,3,2,2,11,0.25,1,52,1
1262,1,2,3,46,1.09,1,339,5
1300,3,2,1,3,0.09,1,0,1
1644,1,2,2,180,4.83,5,166,7
707,6,1,2,2,0.72,2,0,3
726,4,2,2,21,0.47,1,293,5
1338,1,2,2,25,0.78,1,4,1
746,1,1,2,23,0.54,3,297,3
1701,1,2,60,7,0.16,1,296,5
554,4,2,2,18,1.61,1,355,5
1051,1,2,2,73,1.65,12,320,5
3059,1,1,1,4,0.09,18,365,2
421,2,1,3,98,2.28,2,80,7
2294,1,2,5,10,0.24,1,363,5
784,2,2,2,27,0.61,1,23,1
593,11,1,5,39,0.87,2,42,0
421,1,1,4,70,1.58,2,343,3
803,4,2,2,41,0.93,1,365,5
841,11,2,2,15,0.78,14,173,0
956,1,2,2,11,0.26,1,351,5
994,4,2,3,45,1.01,4,133,1
1109,1,2,2,120,2.7,13,344,7
497,1,1,2,8,0.18,1,0,3
765,1,1,1,14,0.58,2,358,3
2581,3,2,4,11,0.25,10,354,5
1434,1,2,2,6,0.14,1,0,1
956,1,2,2,84,1.91,2,111,1
554,1,1,2,60,1.94,1,171,3
2485,3,2,3,20,0.46,1,70,1
1491,1,2,7,5,0.96,2,0,1
325,11,1,2,17,0.4,6,85,0
1071,1,2,2,90,2.04,1,313,5
172,2,1,1,5,0.13,3,144,3
593,4,1,1,157,3.56,1,365,7
803,2,2,2,76,1.76,1,340,5
363,1,1,1,1,0.02,1,0,3
1338,4,2,2,54,1.3,1,4,1
1166,1,2,3,40,0.9,2,318,5
1051,2,2,2,7,1.29,1,75,1
688,1,2,3,126,2.85,2,163,7
497,4,1,1,2,0.05,1,364,3
306,13,1,1,2,0.1,1,365,0
669,3,2,7,47,1.19,11,77,1
1606,2,2,2,125,2.89,1,308,7
3594,1,2,1,14,0.32,1,194,1
191,4,1,2,1,0.07,1,0,3
918,2,1,1,77,1.73,3,343,3
803,11,2,2,21,0.49,14,357,0
765,13,1,1,49,1.11,2,365,0
1147,3,2,1,8,0.22,25,360,2
1988,3,2,2,12,0.28,25,362,2
268,1,1,2,76,1.72,1,0,3
382,1,1,5,2,0.37,1,49,3
1529,3,2,2,13,0.29,25,326,2
554,1,1,2,8,0.18,1,352,3
631,1,1,1,189,4.41,5,79,7
1759,3,2,1,1,0.02,1,0,1
382,1,1,1,12,0.27,4,43,3
1816,1,2,1,40,0.94,3,174,1
631,1,1,3,67,1.59,11,173,3
1109,1,2,2,178,4.1,2,346,7
4779,3,2,2,18,0.44,1,315,5
306,3,1,2,1,0.02,1,0,3
268,2,1,3,83,1.89,1,361,3
1051,3,2,1,35,0.9,25,193,2
306,1,1,1,28,0.69,1,365,3
1147,1,2,2,187,4.24,3,354,7
956,1,2,2,181,4.12,1,345,7
1529,1,2,1,70,1.72,2,341,5
401,1,1,1,27,0.64,2,247,3
401,3,2,1,67,1.52,9,347,5
401,3,1,1,68,1.54,9,362,3
